sample_idx,label,audio_path,segment_id,Energy,Harmony,Pitch,Spectral,Tempo,Timbre,Vibrato
213,Ca trù,ca_tru/audio_33_075.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
214,Ca trù,ca_tru/audio_23_007.wav,1,Vừa,Thấp,Trung,Thấp,Chậm,Thấp,Nhiều luyến
215,Ca trù,ca_tru/audio_23_007.wav,2,Rất yếu,Thấp,Trầm,Thấp,Chậm,Rất cao,Vừa
216,Ca trù,ca_tru/audio_17_074.wav,1,Rất yếu,Cao,Trầm,Cao,Nhanh,Thấp,Nhiều luyến
217,Ca trù,ca_tru/audio_17_074.wav,2,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Nhiều luyến
218,Ca trù,ca_tru/audio_34_001.wav,1,Rất yếu,Thấp,Trầm,Thấp,Chậm,Rất thấp,Ít luyến
219,Ca trù,ca_tru/audio_34_001.wav,2,Rất yếu,Thấp,Trầm,Cao,Vừa,Thấp,Ít luyến
220,Ca trù,ca_tru/audio_24_008.wav,1,Vừa,Thấp,Cao,Thấp,Vừa,Rất thấp,Nhiều luyến
221,Ca trù,ca_tru/audio_24_008.wav,2,Yếu,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
222,Ca trù,ca_tru/audio_17_023.wav,1,Vừa,Cao,Trầm,Cao,Vừa,Rất thấp,Nhiều luyến
223,Ca trù,ca_tru/audio_17_023.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Cao,Vừa
224,Ca trù,ca_tru/audio_0_026.wav,1,Yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Nhiều luyến
225,Ca trù,ca_tru/audio_0_026.wav,2,Yếu,Thấp,Rất cao,Cao,Vừa,Rất thấp,Ít luyến
226,Ca trù,ca_tru/audio_22_002.wav,1,Yếu,Cao,Trung,Cao,Vừa,Rất thấp,Vừa
227,Ca trù,ca_tru/audio_22_002.wav,2,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
228,Ca trù,ca_tru/audio_33_058.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
229,Ca trù,ca_tru/audio_33_058.wav,2,Vừa,Thấp,Rất trầm,Cao,Vừa,Rất thấp,Ít luyến
230,Ca trù,ca_tru/audio_2_003.wav,1,Vừa,Cao,Trầm,Thấp,Nhanh,Rất thấp,Nhiều luyến
231,Ca trù,ca_tru/audio_2_003.wav,2,Vừa,Cao,Rất trầm,Thấp,Chậm,Rất thấp,Vừa
232,Ca trù,ca_tru/audio_1_000.wav,1,Vừa,Trung bình,Rất trầm,Thấp,Vừa,Trung bình,Ít luyến
233,Ca trù,ca_tru/audio_1_000.wav,2,Vừa,Trung bình,Trung,Trung bình,Chậm,Trung bình,Vừa
234,Ca trù,ca_tru/audio_20_003.wav,1,Yếu,Thấp,Trầm,Thấp,Chậm,Rất cao,Vừa
235,Ca trù,ca_tru/audio_20_003.wav,2,Vừa,Cao,Trầm,Thấp,Chậm,Rất cao,Ít luyến
236,Ca trù,ca_tru/audio_33_053.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
237,Ca trù,ca_tru/audio_33_053.wav,2,Rất yếu,Thấp,Trầm,Cao,Nhanh,Rất thấp,Vừa
238,Ca trù,ca_tru/audio_5_007.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất cao,Vừa
239,Ca trù,ca_tru/audio_5_007.wav,2,Rất yếu,Cao,Rất trầm,Cao,Vừa,Cao,Vừa
240,Ca trù,ca_tru/audio_38_004.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
241,Ca trù,ca_tru/audio_38_004.wav,2,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
242,Ca trù,ca_tru/audio_15_002.wav,1,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
243,Ca trù,ca_tru/audio_15_002.wav,2,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
244,Ca trù,ca_tru/audio_24_017.wav,1,Vừa,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Nhiều luyến
245,Ca trù,ca_tru/audio_24_017.wav,2,Vừa,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
246,Ca trù,ca_tru/audio_33_005.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
247,Ca trù,ca_tru/audio_33_005.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Nhiều luyến
248,Ca trù,ca_tru/audio_33_046.wav,1,Rất yếu,Trung bình,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
249,Ca trù,ca_tru/audio_33_046.wav,2,Vừa,Trung bình,Trầm,Trung bình,Chậm,Rất thấp,Vừa
250,Ca trù,ca_tru/audio_33_011.wav,1,Rất yếu,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
251,Ca trù,ca_tru/audio_33_011.wav,2,Vừa,Cao,Rất trầm,Trung bình,Nhanh,Rất thấp,Vừa
252,Ca trù,ca_tru/audio_17_095.wav,1,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Thấp,Nhiều luyến
253,Ca trù,ca_tru/audio_17_095.wav,2,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
254,Ca trù,ca_tru/audio_12_011.wav,1,Yếu,Thấp,Trung,Cao,Vừa,Rất thấp,Vừa
255,Ca trù,ca_tru/audio_12_011.wav,2,Yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
256,Ca trù,ca_tru/audio_8_000.wav,1,Yếu,Trung bình,Trầm,Cao,Chậm,Rất thấp,Vừa
257,Ca trù,ca_tru/audio_8_000.wav,2,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Nhiều luyến
258,Ca trù,ca_tru/audio_29_004.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
259,Ca trù,ca_tru/audio_29_004.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Trung bình,Vừa
260,Ca trù,ca_tru/audio_33_065.wav,1,Rất yếu,Thấp,Cao,Cao,Nhanh,Rất thấp,Vừa
261,Ca trù,ca_tru/audio_33_065.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
262,Ca trù,ca_tru/audio_17_102.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Cao,Ít luyến
263,Ca trù,ca_tru/audio_17_102.wav,2,Rất yếu,Trung bình,Rất trầm,Cao,Chậm,Thấp,Vừa
264,Ca trù,ca_tru/audio_37_011.wav,1,Rất yếu,Trung bình,Trung,Thấp,Nhanh,Rất cao,Vừa
265,Ca trù,ca_tru/audio_37_011.wav,2,Rất yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
266,Ca trù,ca_tru/audio_33_026.wav,1,Rất yếu,Thấp,Rất cao,Cao,Vừa,Rất thấp,Nhiều luyến
267,Ca trù,ca_tru/audio_33_026.wav,2,Rất yếu,Thấp,Trung,Cao,Chậm,Rất thấp,Vừa
268,Ca trù,ca_tru/audio_17_072.wav,1,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
269,Ca trù,ca_tru/audio_17_072.wav,2,Vừa,Thấp,Trầm,Cao,Nhanh,Rất thấp,Nhiều luyến
270,Ca trù,ca_tru/audio_17_002.wav,1,Rất yếu,Cao,Trầm,Thấp,Vừa,Cao,Vừa
271,Ca trù,ca_tru/audio_17_002.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
272,Ca trù,ca_tru/audio_24_014.wav,1,Vừa,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
273,Ca trù,ca_tru/audio_24_014.wav,2,Vừa,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
274,Ca trù,ca_tru/audio_17_097.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
275,Ca trù,ca_tru/audio_17_097.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
276,Ca trù,ca_tru/audio_5_000.wav,1,Vừa,Cao,Rất trầm,Trung bình,Nhanh,Rất cao,Ít luyến
277,Ca trù,ca_tru/audio_5_000.wav,2,Rất yếu,Cao,Rất trầm,Cao,Vừa,Cao,Ít luyến
278,Ca trù,ca_tru/audio_4_002.wav,1,Rất yếu,Cao,Rất cao,Trung bình,Chậm,Thấp,Nhiều luyến
279,Ca trù,ca_tru/audio_4_002.wav,2,Rất yếu,Cao,Trầm,Trung bình,Vừa,Trung bình,Vừa
280,Ca trù,ca_tru/audio_22_004.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
281,Ca trù,ca_tru/audio_22_004.wav,2,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
282,Ca trù,ca_tru/audio_10_001.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
283,Ca trù,ca_tru/audio_10_001.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
284,Ca trù,ca_tru/audio_17_060.wav,1,Rất yếu,Cao,Trung,Cao,Vừa,Thấp,Vừa
285,Ca trù,ca_tru/audio_17_060.wav,2,Rất yếu,Cao,Trầm,Cao,Chậm,Rất thấp,Vừa
286,Ca trù,ca_tru/audio_2_012.wav,1,Vừa,Cao,Trầm,Thấp,Vừa,Rất thấp,Nhiều luyến
287,Ca trù,ca_tru/audio_2_012.wav,2,Vừa,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
288,Ca trù,ca_tru/audio_6_003.wav,1,Rất yếu,Thấp,Cao,Cao,Nhanh,Rất cao,Nhiều luyến
289,Ca trù,ca_tru/audio_6_003.wav,2,Rất yếu,Thấp,Trung,Trung bình,Vừa,Trung bình,Nhiều luyến
290,Ca trù,ca_tru/audio_33_012.wav,1,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
291,Ca trù,ca_tru/audio_33_012.wav,2,Rất yếu,Thấp,Rất trầm,Cao,Chậm,Rất thấp,Ít luyến
292,Ca trù,ca_tru/audio_33_074.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
293,Ca trù,ca_tru/audio_33_074.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Vừa
294,Ca trù,ca_tru/audio_11_000.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Trung bình,Ít luyến
295,Ca trù,ca_tru/audio_11_000.wav,2,Rất yếu,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
296,Ca trù,ca_tru/audio_32_003.wav,1,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
297,Ca trù,ca_tru/audio_32_003.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
298,Ca trù,ca_tru/audio_21_001.wav,1,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
299,Ca trù,ca_tru/audio_21_001.wav,2,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Nhiều luyến
300,Ca trù,ca_tru/audio_18_009.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
301,Ca trù,ca_tru/audio_18_009.wav,2,Mạnh,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
302,Ca trù,ca_tru/audio_17_016.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
303,Ca trù,ca_tru/audio_17_016.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
304,Ca trù,ca_tru/audio_17_008.wav,1,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Thấp,Vừa
305,Ca trù,ca_tru/audio_17_008.wav,2,Rất yếu,Thấp,Trung,Trung bình,Vừa,Thấp,Vừa
306,Ca trù,ca_tru/audio_11_003.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Cao,Ít luyến
307,Ca trù,ca_tru/audio_11_003.wav,2,Rất yếu,Trung bình,Rất trầm,Thấp,Nhanh,Thấp,Ít luyến
308,Ca trù,ca_tru/audio_26_000.wav,1,Mạnh,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
309,Ca trù,ca_tru/audio_26_000.wav,2,Yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
310,Ca trù,ca_tru/audio_0_014.wav,1,Yếu,Trung bình,Trầm,Cao,Chậm,Rất thấp,Ít luyến
311,Ca trù,ca_tru/audio_0_014.wav,2,Yếu,Trung bình,Rất cao,Cao,Chậm,Rất thấp,Vừa
312,Ca trù,ca_tru/audio_33_002.wav,1,Vừa,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
313,Ca trù,ca_tru/audio_33_002.wav,2,Rất yếu,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
314,Ca trù,ca_tru/audio_14_003.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Vừa
315,Ca trù,ca_tru/audio_14_003.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Cao,Vừa
316,Ca trù,ca_tru/audio_33_078.wav,1,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Ít luyến
317,Ca trù,ca_tru/audio_33_078.wav,2,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
318,Ca trù,ca_tru/audio_33_010.wav,1,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
319,Ca trù,ca_tru/audio_33_010.wav,2,Rất yếu,Thấp,Trung,Cao,Chậm,Rất thấp,Vừa
320,Ca trù,ca_tru/audio_31_000.wav,1,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
321,Ca trù,ca_tru/audio_31_000.wav,2,Mạnh,Thấp,Trầm,Thấp,Chậm,Rất thấp,Nhiều luyến
322,Ca trù,ca_tru/audio_38_000.wav,1,Vừa,Cao,Trầm,Thấp,Chậm,Cao,Ít luyến
323,Ca trù,ca_tru/audio_38_000.wav,2,Vừa,Cao,Rất trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
324,Ca trù,ca_tru/audio_27_007.wav,1,Vừa,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
325,Ca trù,ca_tru/audio_27_007.wav,2,Vừa,Thấp,Rất trầm,Thấp,Chậm,Thấp,Vừa
326,Ca trù,ca_tru/audio_17_064.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
327,Ca trù,ca_tru/audio_17_064.wav,2,Vừa,Cao,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
328,Ca trù,ca_tru/audio_14_005.wav,1,Mạnh,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
329,Ca trù,ca_tru/audio_14_005.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Nhiều luyến
330,Ca trù,ca_tru/audio_37_015.wav,1,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất cao,Ít luyến
331,Ca trù,ca_tru/audio_37_015.wav,2,Rất yếu,Thấp,Trầm,Thấp,Chậm,Rất cao,Vừa
332,Ca trù,ca_tru/audio_33_106.wav,1,Vừa,Thấp,Rất trầm,Cao,Nhanh,Rất thấp,Ít luyến
333,Ca trù,ca_tru/audio_33_106.wav,2,Vừa,Thấp,Rất trầm,Cao,Nhanh,Rất thấp,Ít luyến
334,Ca trù,ca_tru/audio_33_020.wav,1,Vừa,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
335,Ca trù,ca_tru/audio_33_020.wav,2,Rất yếu,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Vừa
336,Ca trù,ca_tru/audio_33_028.wav,1,Rất yếu,Thấp,Cao,Cao,Nhanh,Rất thấp,Nhiều luyến
337,Ca trù,ca_tru/audio_33_028.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
338,Ca trù,ca_tru/audio_17_086.wav,1,Rất yếu,Trung bình,Rất trầm,Thấp,Vừa,Thấp,Ít luyến
339,Ca trù,ca_tru/audio_17_086.wav,2,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
340,Ca trù,ca_tru/audio_17_010.wav,1,Rất yếu,Trung bình,Trầm,Cao,Chậm,Cao,Vừa
341,Ca trù,ca_tru/audio_17_010.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
342,Ca trù,ca_tru/audio_15_005.wav,1,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
343,Ca trù,ca_tru/audio_15_005.wav,2,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
344,Ca trù,ca_tru/audio_24_010.wav,1,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Nhiều luyến
345,Ca trù,ca_tru/audio_24_010.wav,2,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
346,Ca trù,ca_tru/audio_0_016.wav,1,Yếu,Cao,Trầm,Cao,Vừa,Rất thấp,Ít luyến
347,Ca trù,ca_tru/audio_0_016.wav,2,Mạnh,Thấp,Trung,Cao,Chậm,Rất thấp,Vừa
348,Ca trù,ca_tru/audio_17_076.wav,1,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
349,Ca trù,ca_tru/audio_17_076.wav,2,Rất yếu,Cao,Trầm,Cao,Vừa,Rất thấp,Vừa
350,Ca trù,ca_tru/audio_17_029.wav,1,Vừa,Thấp,Trung,Cao,Chậm,Rất thấp,Vừa
351,Ca trù,ca_tru/audio_17_029.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
352,Ca trù,ca_tru/audio_24_009.wav,1,Vừa,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Vừa
353,Ca trù,ca_tru/audio_24_009.wav,2,Vừa,Thấp,Trầm,Thấp,Chậm,Rất thấp,Nhiều luyến
354,Ca trù,ca_tru/audio_33_099.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
355,Ca trù,ca_tru/audio_33_099.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
356,Ca trù,ca_tru/audio_12_006.wav,1,Vừa,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Vừa
357,Ca trù,ca_tru/audio_12_006.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Nhiều luyến
358,Ca trù,ca_tru/audio_37_021.wav,1,Rất yếu,Thấp,Trung,Thấp,Nhanh,Rất cao,Nhiều luyến
359,Ca trù,ca_tru/audio_37_021.wav,2,Rất yếu,Thấp,Trầm,Thấp,Nhanh,Rất cao,Vừa
360,Ca trù,ca_tru/audio_17_003.wav,1,Vừa,Thấp,Rất trầm,Thấp,Vừa,Cao,Vừa
361,Ca trù,ca_tru/audio_17_003.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
362,Ca trù,ca_tru/audio_17_069.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Thấp,Vừa
363,Ca trù,ca_tru/audio_17_069.wav,2,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
364,Ca trù,ca_tru/audio_17_036.wav,1,Vừa,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
365,Ca trù,ca_tru/audio_17_036.wav,2,Vừa,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
366,Ca trù,ca_tru/audio_17_075.wav,1,Rất yếu,Cao,Trầm,Cao,Vừa,Rất thấp,Vừa
367,Ca trù,ca_tru/audio_17_075.wav,2,Rất yếu,Thấp,Trung,Cao,Vừa,Thấp,Vừa
368,Ca trù,ca_tru/audio_17_026.wav,1,Vừa,Cao,Trầm,Cao,Vừa,Rất thấp,Nhiều luyến
369,Ca trù,ca_tru/audio_17_026.wav,2,Rất yếu,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
370,Ca trù,ca_tru/audio_33_015.wav,1,Rất yếu,Trung bình,Rất trầm,Cao,Chậm,Rất thấp,Ít luyến
371,Ca trù,ca_tru/audio_33_015.wav,2,Rất yếu,Thấp,Rất trầm,Cao,Vừa,Rất thấp,Ít luyến
372,Ca trù,ca_tru/audio_17_062.wav,1,Rất yếu,Cao,Trung,Cao,Chậm,Trung bình,Vừa
373,Ca trù,ca_tru/audio_17_062.wav,2,Rất yếu,Cao,Trung,Cao,Nhanh,Rất thấp,Vừa
374,Ca trù,ca_tru/audio_10_000.wav,1,Vừa,Thấp,Trầm,Thấp,Chậm,Rất thấp,Ít luyến
375,Ca trù,ca_tru/audio_10_000.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
376,Ca trù,ca_tru/audio_8_004.wav,1,Rất yếu,Cao,Rất trầm,Cao,Nhanh,Rất thấp,Ít luyến
377,Ca trù,ca_tru/audio_8_004.wav,2,Rất mạnh,Cao,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
378,Ca trù,ca_tru/audio_17_033.wav,1,Vừa,Trung bình,Trung,Cao,Vừa,Rất thấp,Vừa
379,Ca trù,ca_tru/audio_17_033.wav,2,Vừa,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
380,Ca trù,ca_tru/audio_33_000.wav,1,Rất yếu,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
381,Ca trù,ca_tru/audio_33_000.wav,2,Rất yếu,Thấp,Rất cao,Cao,Nhanh,Rất thấp,Nhiều luyến
382,Ca trù,ca_tru/audio_23_004.wav,1,Rất yếu,Thấp,Trầm,Thấp,Vừa,Rất cao,Nhiều luyến
383,Ca trù,ca_tru/audio_23_004.wav,2,Rất yếu,Thấp,Trầm,Thấp,Vừa,Thấp,Nhiều luyến
384,Ca trù,ca_tru/audio_13_011.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Thấp,Vừa
385,Ca trù,ca_tru/audio_13_011.wav,2,Rất yếu,Cao,Trầm,Cao,Vừa,Trung bình,Vừa
386,Ca trù,ca_tru/audio_26_002.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
387,Ca trù,ca_tru/audio_26_002.wav,2,Mạnh,Trung bình,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
388,Ca trù,ca_tru/audio_6_002.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Cao,Vừa
389,Ca trù,ca_tru/audio_6_002.wav,2,Vừa,Thấp,Trầm,Cao,Vừa,Rất thấp,Nhiều luyến
390,Ca trù,ca_tru/audio_3_009.wav,1,Vừa,Cao,Trầm,Thấp,Chậm,Rất thấp,Vừa
391,Ca trù,ca_tru/audio_3_009.wav,2,Mạnh,Cao,Trầm,Thấp,Chậm,Trung bình,Ít luyến
392,Ca trù,ca_tru/audio_30_011.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Chậm,Rất thấp,Ít luyến
393,Ca trù,ca_tru/audio_30_011.wav,2,Rất yếu,Cao,Rất trầm,Thấp,Chậm,Rất thấp,Ít luyến
394,Ca trù,ca_tru/audio_22_009.wav,1,Vừa,Trung bình,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
395,Ca trù,ca_tru/audio_22_009.wav,2,Rất yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
396,Ca trù,ca_tru/audio_30_000.wav,1,Vừa,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
397,Ca trù,ca_tru/audio_30_000.wav,2,Vừa,Thấp,Trầm,Thấp,Chậm,Thấp,Vừa
398,Ca trù,ca_tru/audio_33_013.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
399,Ca trù,ca_tru/audio_33_013.wav,2,Rất yếu,Trung bình,Rất trầm,Trung bình,Chậm,Rất thấp,Vừa
400,Ca trù,ca_tru/audio_36_003.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
401,Ca trù,ca_tru/audio_36_003.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Thấp,Vừa
402,Ca trù,ca_tru/audio_33_101.wav,1,Rất yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
403,Ca trù,ca_tru/audio_33_101.wav,2,Rất yếu,Thấp,Trầm,Cao,Nhanh,Rất thấp,Vừa
404,Ca trù,ca_tru/audio_33_008.wav,1,Rất yếu,Thấp,Trầm,Cao,Nhanh,Rất thấp,Vừa
405,Ca trù,ca_tru/audio_33_008.wav,2,Rất yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
406,Ca trù,ca_tru/audio_12_008.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Vừa
407,Ca trù,ca_tru/audio_12_008.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
408,Ca trù,ca_tru/audio_17_068.wav,1,Rất yếu,Cao,Trầm,Cao,Vừa,Rất thấp,Vừa
409,Ca trù,ca_tru/audio_17_068.wav,2,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Vừa
410,Ca trù,ca_tru/audio_17_009.wav,1,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Vừa
411,Ca trù,ca_tru/audio_17_009.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Thấp,Vừa
412,Ca trù,ca_tru/audio_15_004.wav,1,Rất yếu,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
413,Ca trù,ca_tru/audio_15_004.wav,2,Rất yếu,Thấp,Cao,Cao,Vừa,Rất cao,Vừa
414,Ca trù,ca_tru/audio_34_004.wav,1,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
415,Ca trù,ca_tru/audio_34_004.wav,2,Vừa,Thấp,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
416,Ca trù,ca_tru/audio_4_000.wav,1,Rất yếu,Cao,Trầm,Thấp,Chậm,Thấp,Ít luyến
417,Ca trù,ca_tru/audio_4_000.wav,2,Rất yếu,Cao,Trầm,Trung bình,Chậm,Trung bình,Vừa
418,Ca trù,ca_tru/audio_6_001.wav,1,Rất yếu,Thấp,Trung,Cao,Vừa,Rất thấp,Nhiều luyến
419,Ca trù,ca_tru/audio_6_001.wav,2,Vừa,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
420,Ca trù,ca_tru/audio_32_002.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
421,Ca trù,ca_tru/audio_32_002.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
422,Ca trù,ca_tru/audio_37_007.wav,1,Rất yếu,Trung bình,Trầm,Thấp,Nhanh,Rất cao,Nhiều luyến
423,Ca trù,ca_tru/audio_37_007.wav,2,Rất yếu,Thấp,Trầm,Thấp,Vừa,Rất cao,Vừa
424,Ca trù,ca_tru/audio_17_094.wav,1,Vừa,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
425,Ca trù,ca_tru/audio_17_094.wav,2,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
